13e0918d-b288-4aeb-a034-4d2269c0d899;T Канал1;903419f1-177e-4881-bdd9-757965bf0757;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
16462cac-a9cd-48df-b914-bff0cb9c5d94;R- Профиль;8aac7617-2097-4b30-ba36-82eabc0c3df8;ba710cff-e390-48ca-b442-70141c9864f7
21449962-b377-42bf-ac23-b1f4ae148df9;Канал 11;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
245c6491-d633-4689-94a6-7b3e737ce1e5;T0 A-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
2e91f015-633d-4e7c-ad10-3cfd88e77aa6;Канал 16;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
2fb7f1b6-dd14-4576-b66f-5bad98bea65d;Канал 5;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
338e8dec-c983-4044-bf11-3aa961c5d0a9;T0 R-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
35ff522d-0d31-41a1-a9fd-a388a5cbf266;Канал 8;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
37595211-23ea-49de-ba78-c529df6e577f;Канал 15;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
390b5791-fe51-4cf9-9103-a9cf446e238e;T4 A-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
3aa0b0ca-d62d-497d-a9d5-5d2f7e2d4c67;T3 A+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
40e69bf7-fc3f-4a90-8264-988e819a2e9f;T0 R+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
41aef69c-477e-4659-afe2-f73c8ef445c4;Ia;01bf0015-d0e9-4b10-93ca-89e5a616d31b;ba710cff-e390-48ca-b442-70141c9864f7
44d47679-97a0-4444-8f30-bd30d4861789;Канал 6;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
4715571a-8fd3-41a9-862b-6deeabb40c26;ElfErr;620b855b-e6b9-426c-9e34-e4b216bfaa41;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
475ac5ee-3ddd-4311-a0fb-d4bf531cbafd;R+ Профиль;8aac7617-2097-4b30-ba36-82eabc0c3df8;ba710cff-e390-48ca-b442-70141c9864f7
4d6bb331-7266-481d-9256-741850dd1518;Error_code;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
5df2cb38-bfb5-4d96-9df4-815e48b52682;Канал 1;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
62bb153e-a48f-49c4-8628-39d0a3574aa4;To;903419f1-177e-4881-bdd9-757965bf0757;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
64f9b17d-d599-428d-8849-5db3d37c7b0e;Энергия;36f4e249-8173-4c78-ab13-75868f2dd57f;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
6792f35c-8b9d-4b4a-ba0d-33a21e37517f;T4 R-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
6e822182-8dca-47f6-a25b-8599423f342e;T2 A+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
7257a7d2-a013-4849-88ad-d12a7d9553c5;T1 R-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
73209f55-c1b7-460d-b5f6-f376f31a11bf;T2 R-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
77c7effc-99b2-4e67-bad9-cef3f3ae47df;Канал 13;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
fed0877d-04e2-4da2-96e6-0403a08ee81d;Q;8aac7617-2097-4b30-ba36-82eabc0c3df8;ba710cff-e390-48ca-b442-70141c9864f7
00b7f1f2-c8c7-482d-88c1-7d6bc0335a78;Ub;06f68849-3e99-4f36-9650-a2687a82f465;ba710cff-e390-48ca-b442-70141c9864f7
0136afb0-813f-404d-8857-94226ef82cdb;T1 R+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
02ce4681-7be0-47c9-acd4-67a6c8d439e9;Канал 10;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
04241d8c-6687-477b-839e-4dacad0536c9;Ib;01bf0015-d0e9-4b10-93ca-89e5a616d31b;ba710cff-e390-48ca-b442-70141c9864f7
04ea0711-7a10-4350-8fc9-aec608703ffb;M Система2;189b41f4-b792-4960-b222-4542153b55d3;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
04edf057-d9ef-46af-b831-6d16d07fb73b;T3 R+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
070e5074-1c09-4826-bbb7-39607ee6b6c8;Канал 3;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
087475af-2791-48fe-87fb-f5e883c97528;A- Профиль;75bb8d6c-1f15-4861-97dc-1a523342ee8c;ba710cff-e390-48ca-b442-70141c9864f7
08c8bc27-59e1-4be3-9e16-5c0289aeea4d;Q Система2;01137f32-fe74-4b36-b2e9-4dd753e99309;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
092c67af-25ce-41ca-85ce-cb96953c930d;Объем;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
0a8ccd70-bc10-4d7a-a1fd-9226ea0e9db3;T2 R+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
0e1b1524-e9d2-4585-a6ee-4c499bdf86e9;T0 A+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
1068fe5c-6de1-455e-8700-abd5ce98039c;Объем ГВС;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;57ec8f42-69c6-4f79-81bb-8ea139407aa9
1d1d1038-2789-4fcf-a420-8be0ba20d99a;T4 A+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
7a72d894-11fe-45ea-9e51-52711c01adf2;M Система1;189b41f4-b792-4960-b222-4542153b55d3;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
7adc8719-8150-439d-992d-97b0d306af8d;ElfTon;620b855b-e6b9-426c-9e34-e4b216bfaa41;c0491ede-e00b-4e1d-a8ba-1ef61dba1cd3
855aef13-ccb0-4478-ae1e-65d3681e89f6;Расход ХВС;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;47f0b64c-2bf6-45b4-972b-601f473a3752
885d1ffb-9ad3-4bbf-a3ba-710681c16499;T2 A-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
89591d35-2ea7-42f1-ba7d-d08be4d6be1d;T1 A-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
93896d3a-b7fb-48fe-8369-7debd6683865;T4 R+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
9ad9b931-fe2b-463d-b47f-f0a471279313;A+ Профиль;75bb8d6c-1f15-4861-97dc-1a523342ee8c;ba710cff-e390-48ca-b442-70141c9864f7
9b457f63-51f9-491e-8a6f-1a9aa5ac2e62;Канал 12;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;12574d66-2034-4c8e-8c8c-249757736858
a30f5530-c027-4d8a-815b-6abfb1d81028;T1 A+;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
a44a841f-701f-413f-ae53-4a99e29cc52d;T3 R-;a3bf7d60-2b8e-43fc-aae0-c1c66106d660;ba710cff-e390-48ca-b442-70141c9864f7
a49db310-391f-4479-b57d-aa7ac84dc2d8;Объем ХВС;c1ebaac1-5aca-4f3e-a560-5c2f67ab7c6e;47f0b64c-2bf6-45b4-972b-601f473a3752
